,emp_title,emp_length,state,homeownership
9004,corporate sales manager,2.0,NJ,MORTGAGE
9005,server ,9.0,NV,MORTGAGE
9006,advisor,10.0,RI,MORTGAGE
9007,web front-end designer,2.0,CA,RENT
9008,work yd,10.0,CT,RENT
9009,owner,6.0,MD,MORTGAGE
9010,military officer,10.0,CA,MORTGAGE
9011,,,TN,MORTGAGE
9012,software engineer,10.0,CA,MORTGAGE
9013,assistant manager of bus schedules,10.0,NY,OWN
9014,paraprofession,10.0,MN,MORTGAGE
9015,financial advisor,2.0,NJ,RENT
9016,owner ,10.0,MO,MORTGAGE
9017,case worker,10.0,TX,MORTGAGE
9018,nurse practitioner ,10.0,NC,MORTGAGE
9019,clinical report writer,3.0,TX,MORTGAGE
9020,speech pathologist supervisor,3.0,SC,MORTGAGE
9021,mortgage underwriter,10.0,WV,MORTGAGE
9022,plant manager,10.0,TX,MORTGAGE
9023,schedule coordinator,10.0,CA,MORTGAGE
9024,sr solution architect,6.0,NJ,MORTGAGE
9025,accounting adminstrator,2.0,OR,RENT
9026,legal assistant ,0.0,IL,MORTGAGE
9027,court officer,0.0,NY,MORTGAGE
9028,costing administrator,3.0,IN,OWN
9029,general manager,0.0,VA,RENT
9030,sr business analyst,2.0,IN,MORTGAGE
9031,foreman,2.0,OH,RENT
9032,property manager,10.0,VA,MORTGAGE
9033,vice president/market manager,10.0,WV,MORTGAGE
9034,admin,10.0,AL,MORTGAGE
9035,blackjack dealer,1.0,CA,OWN
9036,,,CA,OWN
9037,logistics specialist,5.0,VA,MORTGAGE
9038,systems engineer,6.0,TX,RENT
9039,lead teacher,2.0,CT,OWN
9040,supply tech,10.0,NC,MORTGAGE
9041,export ops supervisor,10.0,FL,MORTGAGE
9042,commercial cleaner,3.0,NC,RENT
9043,project manager,0.0,CA,RENT
9044,supervisor,2.0,PA,MORTGAGE
9045,labor ,10.0,NY,OWN
9046,director,5.0,KS,OWN
9047,server,6.0,FL,RENT
9048,helo crew chief,10.0,AZ,MORTGAGE
9049,,,FL,MORTGAGE
9050,driver,7.0,CT,RENT
9051,carpenter,2.0,NV,MORTGAGE
9052,senior network engineer,1.0,NJ,MORTGAGE
9053,server,2.0,AZ,OWN
9054,operating engineer ,3.0,NJ,RENT
9055,supervisor front desk,10.0,WA,MORTGAGE
9056,senior analyst,1.0,NJ,RENT
9057,,,OH,OWN
9058,supervising attorney,4.0,LA,RENT
9059,crew member,1.0,MS,OWN
9060,snr project engineer,10.0,WA,MORTGAGE
9061,it manager,10.0,LA,MORTGAGE
9062,,,TX,OWN
9063,paralegal,0.0,MD,RENT
9064,courier ,2.0,NY,RENT
9065,psychologist,0.0,SC,RENT
9066,data entry,10.0,MA,MORTGAGE
9067,cashier ,2.0,IL,MORTGAGE
9068,,10.0,IL,RENT
9069,project manager,10.0,WA,MORTGAGE
9070,truck driver,0.0,MI,MORTGAGE
9071,active duty,10.0,CA,MORTGAGE
9072,systems engineer ,1.0,VA,MORTGAGE
9073,sales person,10.0,NV,MORTGAGE
9074,sales consultant,7.0,MS,MORTGAGE
9075,enterprise account executive,2.0,MA,RENT
9076,truck driver ,2.0,FL,RENT
9077,svp chief design officer,3.0,CA,MORTGAGE
9078,bus monitor ,3.0,IL,OWN
9079,passenger tire builder,6.0,IL,MORTGAGE
9080,finance mgr,10.0,TX,MORTGAGE
9081,supervisor ,5.0,TX,MORTGAGE
9082,,,NH,RENT
9083,,,NY,RENT
9084,management analyst,10.0,VA,MORTGAGE
9085,car hauler,10.0,MO,MORTGAGE
9086,maintenance splicer,10.0,CA,RENT
9087,ceiling mechanic,8.0,TN,MORTGAGE
9088,supervisor,10.0,CA,RENT
9089,inventory,10.0,UT,MORTGAGE
9090,team leader,10.0,FL,MORTGAGE
9091,shiping and receiving,1.0,CA,RENT
9092,regional sales manager,10.0,IN,MORTGAGE
9093,project manager,10.0,IN,RENT
9094,utility porter,8.0,NV,MORTGAGE
9095,tech support specialist,2.0,FL,OWN
9096,residential ast,10.0,CT,MORTGAGE
9097,director of operations,10.0,NJ,RENT
9098,gs-6,4.0,VA,MORTGAGE
9099,ceo,10.0,VT,MORTGAGE
9100,sales assistant ,2.0,NJ,RENT
9101,registered nurse,10.0,CA,OWN
9102,pharmacist,10.0,NC,MORTGAGE
9103,technician,3.0,MI,RENT
9104,training records specialist,3.0,WA,MORTGAGE
9105,business analyst,10.0,CT,MORTGAGE
9106,dental hygienist,0.0,TX,RENT
9107,division chief,10.0,CA,MORTGAGE
9108,registered nurse,10.0,MI,MORTGAGE
9109,security officer ,1.0,TX,MORTGAGE
9110,senior account manager,3.0,LA,MORTGAGE
9111,construction wireman,2.0,CA,RENT
9112,mla,1.0,CA,RENT
9113,asst parts dept manager,10.0,CA,RENT
9114,retail and brand education specialist,1.0,WA,RENT
9115,technition,3.0,NH,MORTGAGE
9116,gaming dealer,0.0,CO,RENT
9117,corrections officer ,1.0,NV,MORTGAGE
9118,construction worker,0.0,AZ,OWN
9119,project controls,4.0,TX,OWN
9120,office assistant,10.0,SC,OWN
9121,nutrition,4.0,CO,RENT
9122,salon leader,10.0,IL,MORTGAGE
9123,accountant,10.0,KS,OWN
9124,sales,10.0,NC,MORTGAGE
9125,manager,5.0,CA,RENT
9126,sr mechanical engineer,1.0,MD,MORTGAGE
9127,tv broadcaster ,4.0,CA,RENT
9128,sr system analyst,3.0,CA,MORTGAGE
9129,maintenance,3.0,WA,MORTGAGE
9130,social worker,3.0,IL,MORTGAGE
9131,,,TX,MORTGAGE
9132,notasked,10.0,CO,RENT
9133,senior consultant,10.0,TX,MORTGAGE
9134,bus operator,10.0,FL,RENT
9135,manager,10.0,OR,RENT
9136,senior engineer,3.0,CT,RENT
9137,body shop manager,10.0,NC,MORTGAGE
9138,owner,2.0,IN,RENT
9139,engineer,5.0,MI,MORTGAGE
9140,personal banker,0.0,FL,RENT
9141,dispatch,3.0,TX,RENT
9142,sales representative,10.0,NC,OWN
9143,equipment operator ,5.0,FL,RENT
9144,labor relations specialist,10.0,DE,RENT
9145,executive,10.0,NJ,OWN
9146,production supervisor,10.0,MA,MORTGAGE
9147,secretary,10.0,WA,MORTGAGE
9148,social worker,10.0,CA,RENT
9149,customer service manager,6.0,FL,RENT
9150,painter,3.0,CA,RENT
9151,lawyer/partner,10.0,FL,MORTGAGE
9152,warehouse manager,10.0,OR,MORTGAGE
9153,heavy equipment mechanic,3.0,NJ,RENT
9154,,,VA,MORTGAGE
9155,office manager,10.0,NJ,MORTGAGE
9156,social worker ,10.0,MA,MORTGAGE
9157,qa project coordinator,2.0,OH,OWN
9158,senior security analyst,3.0,WV,MORTGAGE
9159,teacher,10.0,AL,MORTGAGE
9160,operator machine,10.0,CA,RENT
9161,program assistant,10.0,MD,RENT
9162,,,NE,OWN
9163,manager,5.0,ID,MORTGAGE
9164,shipping ,3.0,TN,MORTGAGE
9165,hr manager,10.0,MA,MORTGAGE
9166,accounting manager,0.0,AZ,MORTGAGE
9167,,,NC,OWN
9168,director,5.0,TX,MORTGAGE
9169,,,NV,RENT
9170,office manager,10.0,MO,OWN
9171,sales manager,10.0,WA,MORTGAGE
9172,occupational therapist,1.0,VA,MORTGAGE
9173,mro purchaser,4.0,IL,MORTGAGE
9174,signing associate,0.0,CA,MORTGAGE
9175,quality assurance,0.0,OH,RENT
9176,software,10.0,CA,MORTGAGE
9177,programmer,8.0,WI,MORTGAGE
9178,server,7.0,CA,RENT
9179,asst manager,10.0,WV,MORTGAGE
9180,sales,10.0,FL,MORTGAGE
9181,superintendent of schools,3.0,MN,OWN
9182,research health science specialist ,10.0,UT,MORTGAGE
9183,educational aide ,4.0,AL,MORTGAGE
9184,translations engineer,10.0,PA,MORTGAGE
9185,farm foreman,3.0,OH,MORTGAGE
9186,nurse anesthetist,8.0,NJ,MORTGAGE
9187,motor vehicle representative ,8.0,NY,MORTGAGE
9188,,,FL,OWN
9189,manager,10.0,NV,MORTGAGE
9190,cyber security specialist,5.0,MD,MORTGAGE
9191,service tech,10.0,OK,MORTGAGE
9192,police officer,1.0,CA,MORTGAGE
9193,superintendant,10.0,TX,MORTGAGE
9194,technical support,5.0,CA,RENT
9195,clerk,10.0,IN,MORTGAGE
9196,bi analyst,7.0,CA,MORTGAGE
9197,teacher,10.0,FL,RENT
9198,coiled tubing supervisor,6.0,CO,MORTGAGE
9199,dock worker,1.0,CA,RENT
9200,accounting clerk,10.0,MI,MORTGAGE
9201,special forces warrant officer,10.0,FL,MORTGAGE
9202,manager,10.0,TX,MORTGAGE
9203,police officer,10.0,WI,MORTGAGE
9204,partner physician,10.0,CA,MORTGAGE
9205,senior loan officer,3.0,MI,MORTGAGE
9206,superintendent ,5.0,AZ,MORTGAGE
9207,director ,6.0,NY,MORTGAGE
9208,server engineer,7.0,NY,MORTGAGE
9209,administration,10.0,MA,RENT
9210,epic sr analyst,5.0,OK,MORTGAGE
9211,owner & operator ,7.0,MA,MORTGAGE
9212,owner ,0.0,FL,RENT
9213,pharmacist,8.0,NC,RENT
9214,library specialist,8.0,NM,OWN
9215,"ecommerce, digital strategy ",7.0,CA,RENT
9216,it professional,1.0,FL,MORTGAGE
9217,project manager,0.0,MN,RENT
9218,pharmcist,3.0,OH,RENT
9219,owner,0.0,KS,OWN
9220,managing attorney ,10.0,MA,MORTGAGE
9221,senior enrollment specialist,7.0,CT,OWN
9222,assistant ,10.0,NV,RENT
9223,program manager,2.0,CT,RENT
9224,form operator ,6.0,MA,RENT
9225,home health aide,5.0,IL,RENT
9226,vacation specialist,2.0,FL,RENT
9227,senior police officer,10.0,CA,MORTGAGE
9228,owner,10.0,AR,OWN
9229,service technician,2.0,AK,MORTGAGE
9230,ssgt / e-5,10.0,AZ,RENT
9231,manager ,10.0,TX,MORTGAGE
9232,machinist,0.0,OH,RENT
9233,store manager,1.0,CA,RENT
9234,accounts payable manager,4.0,KY,MORTGAGE
9235,warehouse clerk,1.0,PA,OWN
9236,events coordiantor,1.0,OK,RENT
9237,field service engineer,0.0,OH,RENT
9238,,,AZ,OWN
9239,creative designer ,4.0,MI,RENT
9240,faculty,5.0,IN,MORTGAGE
9241,customer relations manager,5.0,MN,MORTGAGE
9242,project manager,2.0,TX,OWN
9243,it supervisor,10.0,OH,RENT
9244,fire captain,10.0,CA,RENT
9245,electrician,8.0,RI,MORTGAGE
9246,home attender ,1.0,NY,RENT
9247,radiologic technologist,10.0,NC,MORTGAGE
9248,assistant parts manager,10.0,PA,OWN
9249,own truckdriver,10.0,TX,OWN
9250,business loan counselor officer,0.0,CA,RENT
9251,retail manager,7.0,CA,RENT
9252,carpenter ,9.0,IL,MORTGAGE
9253,mobile support analyst,5.0,TX,RENT
9254,software developper,3.0,WA,RENT
9255,instructor,10.0,MD,MORTGAGE
9256,,,TN,OWN
9257,sales representative,0.0,CA,MORTGAGE
9258,service manager,10.0,LA,MORTGAGE
9259,courier,10.0,CT,RENT
9260,network engineer ,10.0,NV,MORTGAGE
9261,registered nurse,2.0,CO,MORTGAGE
9262,heavy equipment operator ,0.0,TX,OWN
9263,rn,10.0,MD,RENT
9264,pharmacy technician ,5.0,TX,RENT
9265,manager,3.0,LA,MORTGAGE
9266,quality assurance manager,10.0,CA,RENT
9267,account manager,4.0,MN,MORTGAGE
9268,,,VA,RENT
9269,marketing coordinator,4.0,GA,RENT
9270,auditor,4.0,TX,RENT
9271,graphic designer,8.0,OR,OWN
9272,,,WA,MORTGAGE
9273,,,CA,RENT
9274,registered nurse,9.0,CA,RENT
9275,handyman,10.0,NY,RENT
9276,project manager,3.0,CA,RENT
9277,operator,4.0,OR,MORTGAGE
9278,directional driller,1.0,CO,MORTGAGE
9279,special events and marketing assistant,1.0,MN,OWN
9280,manager,1.0,TX,RENT
9281,case manager,2.0,OK,RENT
9282,,,NC,OWN
9283,inside sales,10.0,MN,RENT
9284,project manager,1.0,IN,MORTGAGE
9285,,,FL,RENT
9286,patient access representative ,0.0,LA,RENT
9287,inkjet lead operator,10.0,MN,OWN
9288,service manager,6.0,GA,RENT
9289,office manager,2.0,NY,RENT
9290,team leader,4.0,MS,MORTGAGE
9291,rural carrier,10.0,GA,MORTGAGE
9292,bank manager,0.0,FL,RENT
9293,police assistant,3.0,PA,MORTGAGE
9294,office manager,10.0,CO,RENT
9295,cfo,4.0,WA,MORTGAGE
9296,,,NJ,MORTGAGE
9297,,,PA,RENT
9298,practice coordinator ,10.0,MD,RENT
9299,controller,2.0,TX,MORTGAGE
9300,track welder,10.0,AZ,MORTGAGE
9301,police officer 2,5.0,CA,OWN
9302,interim dean of students,1.0,CO,RENT
9303,senior compounder operator,10.0,WI,MORTGAGE
9304,technical support,6.0,FL,RENT
9305,produce manager,10.0,OH,MORTGAGE
9306,team leader,4.0,MD,OWN
9307,medical technician,2.0,RI,MORTGAGE
9308,case manager,0.0,AL,MORTGAGE
9309,specialist 2,5.0,LA,MORTGAGE
9310,maintenance,10.0,OK,OWN
9311,qa supervisor ,7.0,CA,MORTGAGE
9312,accountant,0.0,MA,RENT
9313,,,PA,RENT
9314,,,MS,MORTGAGE
9315,director of dining services,1.0,FL,RENT
9316,technician,2.0,MO,RENT
9317,,,OR,RENT
9318,producer ,9.0,OR,MORTGAGE
9319,tier 1 tech support,2.0,PA,OWN
9320,research coordinator ,4.0,FL,MORTGAGE
9321,manager,4.0,TX,MORTGAGE
9322,lead,4.0,TX,MORTGAGE
9323,radiologic technologist ,10.0,IN,MORTGAGE
9324,business analyst,3.0,TX,RENT
9325,,,IL,RENT
9326,project manager,4.0,VA,RENT
9327,test tech,4.0,PA,MORTGAGE
9328,system analyst,9.0,IL,RENT
9329,trial paralegal and realtor,10.0,WA,MORTGAGE
9330,regional telephony manager,10.0,TN,MORTGAGE
9331,assistant professor,9.0,VA,RENT
9332,production specialist,0.0,WA,RENT
9333,qa supervisor,1.0,CA,OWN
9334,retail market manager,10.0,AL,MORTGAGE
9335,analyst,1.0,CA,RENT
9336,owner,10.0,ME,MORTGAGE
9337,sarety security officer,10.0,NY,RENT
9338,machine operator,10.0,CT,MORTGAGE
9339,produce clerk,3.0,MA,RENT
9340,,,NY,MORTGAGE
9341,store brand leader,2.0,HI,RENT
9342,sr claims examiner,3.0,CA,MORTGAGE
9343,night auditor,10.0,LA,RENT
9344,president/owner,10.0,CA,RENT
9345,lexus service,10.0,WA,RENT
9346,teachers,0.0,TX,MORTGAGE
9347,,,OH,MORTGAGE
9348,air traffic controller,4.0,TN,MORTGAGE
9349,engineer,10.0,NC,MORTGAGE
9350,carpinter,9.0,TX,RENT
9351,program coordinator,5.0,AZ,MORTGAGE
9352,vp marketing promotions,5.0,NY,RENT
9353,services principal,1.0,TX,MORTGAGE
9354,manager,10.0,NC,RENT
9355,vice president,1.0,NJ,RENT
9356,"manager, software delivery",10.0,FL,MORTGAGE
9357,foreman,4.0,FL,RENT
9358,aviation maintenance technician,1.0,AZ,MORTGAGE
9359,manager,10.0,OK,RENT
9360,,,MN,OWN
9361,,,ID,MORTGAGE
9362,teacher,10.0,NY,RENT
9363,assistant project manager,6.0,NJ,MORTGAGE
9364,office manager,9.0,FL,MORTGAGE
9365,surgical nurse,2.0,TX,MORTGAGE
9366,dentist,10.0,OH,MORTGAGE
9367,,0.0,CA,MORTGAGE
9368,maintainance,10.0,NY,MORTGAGE
9369,glasser,4.0,FL,MORTGAGE
9370,security officer,3.0,TN,MORTGAGE
9371,evaluation analyst,5.0,NC,RENT
9372,server,10.0,MI,OWN
9373,pilot,6.0,NY,RENT
9374,teacher ,10.0,NY,MORTGAGE
9375,,,MN,MORTGAGE
9376,programmer analyst,7.0,TX,MORTGAGE
9377,controls software engineer ,4.0,FL,RENT
9378,executive assistant,4.0,NJ,RENT
9379,service tech,4.0,CA,RENT
9380,,,TX,MORTGAGE
9381,manager,10.0,OH,MORTGAGE
9382,marketing director,0.0,FL,RENT
9383,medicare supervisor,10.0,NC,MORTGAGE
9384,sergeant ,9.0,NY,MORTGAGE
9385,nurse,5.0,IL,MORTGAGE
9386, truck driver,0.0,IL,OWN
9387,hospital liaison,5.0,MI,MORTGAGE
9388,supervisor,10.0,LA,MORTGAGE
9389,administrator,2.0,CA,MORTGAGE
9390,enginnering technician,9.0,CO,RENT
9391,president ,10.0,FL,RENT
9392,home care aide,3.0,NJ,OWN
9393,,,PA,OWN
9394,,,IL,MORTGAGE
9395,secretary,10.0,CA,RENT
9396,lineman/field technician,10.0,NY,MORTGAGE
9397,occupational therapist - level 3,10.0,TX,MORTGAGE
9398,owner,2.0,CA,OWN
9399,shift manager,4.0,NY,RENT
9400,managing member,6.0,FL,RENT
9401,engineer,10.0,MI,MORTGAGE
9402,server,1.0,TX,RENT
9403,dispatch manager,9.0,VA,MORTGAGE
9404,production operator ,2.0,AZ,RENT
9405,house keeping,10.0,CA,RENT
9406,director,5.0,NJ,RENT
9407,supervisor/cook,10.0,NC,RENT
9408,city clerk,10.0,TX,OWN
9409,operations manager,1.0,NY,RENT
9410,supervisor,9.0,CA,MORTGAGE
9411,engineer,10.0,CA,MORTGAGE
9412,software engineer,10.0,FL,MORTGAGE
9413,ceo,3.0,PA,MORTGAGE
9414,manager,10.0,MS,MORTGAGE
9415,production operation specialist,10.0,OK,OWN
9416,officer,10.0,AZ,MORTGAGE
9417,realtor,10.0,MI,MORTGAGE
9418,receptionist,5.0,CA,RENT
9419,secretary,10.0,MI,OWN
9420,owner,2.0,NC,OWN
9421,correctional officer ,2.0,AZ,MORTGAGE
9422,technician,10.0,TX,MORTGAGE
9423,food services,4.0,CA,MORTGAGE
9424,sr software engineer,10.0,CT,MORTGAGE
9425,service clerk,10.0,CA,OWN
9426,lead architect,3.0,GA,MORTGAGE
9427,,,TX,OWN
9428,office assistants ,3.0,TX,MORTGAGE
9429,site manager,3.0,NE,MORTGAGE
9430,cover driver,9.0,CA,RENT
9431,hr knowledgebase analyst,10.0,WI,MORTGAGE
9432,director of people operations ,0.0,CA,RENT
9433,realtor,3.0,MO,MORTGAGE
9434,service manager,10.0,FL,MORTGAGE
9435,professional,2.0,FL,MORTGAGE
9436,owner,6.0,CA,RENT
9437,medical assistant,4.0,NJ,OWN
9438,transportation,5.0,NJ,MORTGAGE
9439,,,NV,RENT
9440,marketing,2.0,FL,OWN
9441,mail handler ,10.0,CA,OWN
9442,national sales manager,10.0,NV,MORTGAGE
9443,,,MO,MORTGAGE
9444,technical director ,10.0,CT,OWN
9445,sales clerk,7.0,IL,OWN
9446,evp,3.0,CA,MORTGAGE
9447,,,WI,MORTGAGE
9448,parts delivery person,3.0,PA,OWN
9449,owner/accountant,10.0,AZ,OWN
9450,machinist,5.0,WA,RENT
9451,technician,6.0,AR,MORTGAGE
9452,secretary,10.0,PA,MORTGAGE
9453,customer service rep,0.0,MN,RENT
9454,cad tech,0.0,VA,RENT
9455,stylist and consultant ,3.0,CA,RENT
9456,rn,2.0,AZ,MORTGAGE
9457,patient transporter,10.0,VA,OWN
9458,,,TX,RENT
9459,realtor property manager,8.0,NV,RENT
9460,project engineer,3.0,NY,RENT
9461,,,RI,RENT
9462,senior marketing analyst,6.0,FL,OWN
9463,transportation manager,4.0,PA,OWN
9464,,,CT,MORTGAGE
9465,operator,10.0,AZ,MORTGAGE
9466,paraprofessional 111 (therapeutic ),10.0,FL,OWN
9467,carpenter,0.0,CA,MORTGAGE
9468,delivery driver,10.0,TX,MORTGAGE
9469,assistant professor ,1.0,NM,RENT
9470,vp philanthropy ,1.0,PA,MORTGAGE
9471,firefighter,10.0,WA,MORTGAGE
9472,devops,1.0,TX,RENT
9473,"vp, corporate reporting",10.0,CA,MORTGAGE
9474,senior consultant,3.0,NY,RENT
9475,cna,5.0,NY,RENT
9476,"vice president, seo",5.0,NC,RENT
9477,human resources generalist ,0.0,TX,RENT
9478,software engineer,3.0,CA,RENT
9479,senior drafting designer,10.0,TN,MORTGAGE
9480,,,IN,OWN
9481,investment analyst ,2.0,CA,RENT
9482,,,NY,OWN
9483,it specialist,6.0,NJ,MORTGAGE
9484,provisions,3.0,VA,MORTGAGE
9485,,,MA,RENT
9486,cfo,2.0,PA,MORTGAGE
9487,account executive,2.0,FL,RENT
9488,inspector,10.0,CA,MORTGAGE
9489,finance clerk ,10.0,FL,OWN
9490,rn care experience coordinator,0.0,VT,MORTGAGE
9491,,,LA,RENT
9492,nurse,10.0,MN,OWN
9493,administrative assistant,5.0,VA,OWN
9494,at3,3.0,CA,RENT
9495,teacher,10.0,TX,MORTGAGE
9496,catering associate,4.0,MA,RENT
9497,owner,10.0,NJ,MORTGAGE
9498,field manager,10.0,NY,MORTGAGE
9499,rn,10.0,NY,MORTGAGE
9500,nurse aide,10.0,CA,RENT
9501,okay,1.0,TX,MORTGAGE
9502,mechainc,7.0,NC,MORTGAGE
9503,cna,1.0,IL,MORTGAGE
9504,sr storage engineer,4.0,MI,RENT
9505,technical specialists ,2.0,FL,RENT
9506,manager customer service,5.0,MN,RENT
9507,"director, food and nutrition",10.0,NY,RENT
9508,supervisor,10.0,UT,MORTGAGE
9509,teacher,4.0,CA,MORTGAGE
9510,it,1.0,AR,RENT
9511,senior levle lead machinist,1.0,WA,MORTGAGE
9512,clerk,10.0,SC,MORTGAGE
9513,software quality engineer,4.0,KY,MORTGAGE
9514,chemical officer,10.0,VA,RENT
9515,client account coordinator ,0.0,OR,OWN
9516,clinical therapist,3.0,WI,MORTGAGE
9517,builder,3.0,IL,OWN
9518,loan officer,7.0,OR,MORTGAGE
9519,hr specialist,3.0,ID,RENT
9520,dsp,7.0,NY,RENT
9521,,,FL,OWN
9522,computer technician,7.0,PA,MORTGAGE
9523,,8.0,MA,RENT
9524,chief of police,2.0,TX,MORTGAGE
9525,control room operator,5.0,WV,MORTGAGE
9526,professor,10.0,MI,RENT
9527,customer account specialist ,10.0,OH,MORTGAGE
9528,teacher,10.0,MI,MORTGAGE
9529,federal law enforcement ,10.0,GA,MORTGAGE
9530,community liaison,10.0,CA,RENT
9531,data network consultant,10.0,MO,MORTGAGE
9532,general manager,2.0,NJ,MORTGAGE
9533,shipping clerck,10.0,NE,RENT
9534,store manager ,1.0,GA,RENT
9535,registered nurse,0.0,TX,RENT
9536,shipping associate,0.0,OR,RENT
9537,engineer,5.0,CA,MORTGAGE
9538,recording secretary ,10.0,CA,OWN
9539,associate,1.0,MI,MORTGAGE
9540,director of nursing,10.0,TX,MORTGAGE
9541,carpenter ,0.0,NY,RENT
9542,,,MD,OWN
9543,,,AL,MORTGAGE
9544,owner,0.0,CA,MORTGAGE
9545,registered nurse,10.0,CA,MORTGAGE
9546,sr staffing consultant,3.0,CT,MORTGAGE
9547,president,8.0,FL,MORTGAGE
9548,visiting assistant professor ,4.0,OK,RENT
9549,manager,10.0,MI,OWN
9550,registered nurse,1.0,WA,RENT
9551,southeast market manager,3.0,FL,RENT
9552,,,TX,MORTGAGE
9553,land admin mgr,10.0,TX,MORTGAGE
9554,lending consultant,2.0,MD,MORTGAGE
9555,administrator,10.0,TX,MORTGAGE
9556,business office manager,3.0,FL,MORTGAGE
9557,reporting administrator,10.0,CA,MORTGAGE
9558,senior accountant,5.0,NV,MORTGAGE
9559,school administrator,10.0,TX,MORTGAGE
9560,director of marketing ,5.0,IL,RENT
9561,correction officer,10.0,NY,MORTGAGE
9562,service representative ,10.0,OH,RENT
9563,equipment operator,10.0,PA,MORTGAGE
9564,,,CA,RENT
9565,senior project manager,3.0,FL,MORTGAGE
9566,home health aid,2.0,NY,RENT
9567,lead lab technician,10.0,NY,MORTGAGE
9568,wealth management advisor ,2.0,PA,OWN
9569,collector,3.0,OR,OWN
9570,captain,9.0,CO,MORTGAGE
9571,engineer,3.0,NJ,RENT
9572,loan assistant/credit analyst,2.0,TX,RENT
9573,future executive sr sales director,10.0,MO,MORTGAGE
9574,director,10.0,NY,OWN
9575,senior clerk,10.0,FL,OWN
9576,cad manager,1.0,CO,OWN
9577,director,1.0,MN,MORTGAGE
9578,owner/groomer,10.0,LA,MORTGAGE
9579,loan officer,5.0,CA,MORTGAGE
9580,branch manager,9.0,CA,MORTGAGE
9581,owner,10.0,VT,RENT
9582,superintendent ,10.0,NE,MORTGAGE
9583,diesel tech,3.0,TX,RENT
9584,,,MI,OWN
9585,internet sales & marketing manager,2.0,AL,RENT
9586,sr claims specialist,10.0,MS,MORTGAGE
9587,development officer,2.0,WA,MORTGAGE
9588,front office coordinator,6.0,TN,RENT
9589,,,IL,MORTGAGE
9590,technician,1.0,NJ,OWN
9591,,,MD,RENT
9592,regional visual manager,0.0,AL,RENT
9593,care provider,10.0,CA,MORTGAGE
9594,rn,4.0,TX,MORTGAGE
9595,electrician ,5.0,MS,OWN
9596,owner,10.0,FL,MORTGAGE
9597,manager/supervisor,4.0,MI,OWN
9598,corrections officer,6.0,OR,RENT
9599,superior court judge,0.0,NJ,MORTGAGE
9600,physical therapist assistant,5.0,NM,RENT
9601,technician ,5.0,WV,OWN
9602,driver,5.0,GA,MORTGAGE
9603,hr director,8.0,CA,OWN
9604,sr oracle database administrator,0.0,FL,MORTGAGE
9605,systems administrator,3.0,AZ,RENT
9606,para legal,2.0,FL,MORTGAGE
9607,software engineer,4.0,SC,MORTGAGE
9608,captain,8.0,CA,OWN
9609,management ,4.0,NY,RENT
9610,sanitation,10.0,WI,MORTGAGE
9611,,,OH,RENT
9612,software engineer,3.0,IN,MORTGAGE
9613,line worker,1.0,WI,RENT
9614,"vp, channel sales & mktg",8.0,MN,MORTGAGE
9615,csa,4.0,CO,RENT
9616,shipping supervisor ,10.0,TX,OWN
9617,accounting,10.0,CA,MORTGAGE
9618,certified electrician ,7.0,CA,RENT
9619,rx supervisor,0.0,FL,RENT
9620,bco,0.0,FL,RENT
9621,food service director,10.0,CO,MORTGAGE
9622,engineer,1.0,CA,MORTGAGE
9623,main banker,10.0,TN,RENT
9624,instructional support specialist ,10.0,NC,MORTGAGE
9625,cdl driver,4.0,GA,MORTGAGE
9626,cheif executive officer,5.0,WA,MORTGAGE
9627,regional solutions manager,7.0,TX,MORTGAGE
9628,assistant manager,1.0,CO,RENT
9629,sqd leader ,10.0,TX,RENT
9630,maintenance,10.0,GA,OWN
9631,senior programmer analyst,3.0,TX,RENT
9632,maid,10.0,TX,RENT
9633,manager,4.0,CT,MORTGAGE
9634,sterile processing lead technician,2.0,OR,RENT
9635,administrative specialist ,10.0,KS,MORTGAGE
9636,shipping/receiving supervisor,10.0,IL,MORTGAGE
9637,general manager ,10.0,CA,MORTGAGE
9638,consultant,2.0,CO,RENT
9639,analyst,4.0,MD,RENT
9640,technician,4.0,ID,RENT
9641,gunnersmate,7.0,VA,RENT
9642,technical sergeant,10.0,FL,MORTGAGE
9643,mechanic,10.0,AR,OWN
9644,union carpenter,2.0,OH,RENT
9645,irrigation service technician,5.0,NJ,RENT
9646,social ed teacher,10.0,ID,MORTGAGE
9647,owner,2.0,FL,RENT
9648,assistant manager,10.0,NY,RENT
9649,,,MN,MORTGAGE
9650,chef,4.0,FL,MORTGAGE
9651,owner,3.0,SC,OWN
9652,utility worker i,10.0,MD,OWN
9653,executive secretary ,6.0,TX,RENT
9654,lead bartender,10.0,RI,MORTGAGE
9655,rda,10.0,CA,RENT
9656,applications developer,0.0,CA,RENT
9657,professor,10.0,MN,MORTGAGE
9658,senior business development executive,1.0,NV,MORTGAGE
9659,hris manager,10.0,KY,MORTGAGE
9660,manager,10.0,MI,MORTGAGE
9661,supplier development engineer,0.0,AL,MORTGAGE
9662,manager,1.0,CA,MORTGAGE
9663,lab director,6.0,IL,RENT
9664,enterprise sales,4.0,MN,MORTGAGE
9665,"vp, business support",10.0,NC,MORTGAGE
9666,account manager,1.0,ME,MORTGAGE
9667,work comp specialist ,10.0,NC,RENT
9668,business intelligence developer,0.0,MO,MORTGAGE
9669,field consultant,9.0,IL,RENT
